iter	RMSE
761	442.9431921
762	442.8237458
763	442.4528945
764	442.3466884
765	442.2228076
766	442.1704459
767	442.0135976
768	441.8740803
769	441.7459158
770	441.6572373
771	441.4702252
772	441.3649991
773	441.0917305
774	440.9885044
775	440.8812793
776	440.6891814
777	440.6190412
778	440.4717377
779	440.3326437
780	440.2534071
781	440.1380362
782	439.8641882
783	439.4899509
784	439.2528596
785	439.2148652
786	438.9707718
787	438.8715277
788	438.7651454
789	438.6457799
790	438.3209693
791	438.2883385
792	438.1643449
793	437.9456753
794	437.8478798
795	437.7333091
796	437.5852535
797	437.4763272
798	437.3801583
799	437.2435873
800	437.0936741
801	436.9626349
802	436.8945942
803	436.8298252
804	436.7588248
805	436.6664234
806	436.541257
807	436.4119459
808	436.3087635
809	436.2751415
810	436.0112329
811	435.9830197
812	435.9596104
813	435.897068
814	435.5470009
815	435.4859657
816	435.3657918
817	435.3095224
818	435.229388
819	435.1357918
820	435.126079
821	435.0801319
822	434.9532011
823	434.7990202
824	434.7385354
825	434.6474139
826	434.5621558
827	434.4803969
828	434.436277
829	434.4197705
830	434.3305291
831	434.173841
832	434.1385639
833	434.0223689
834	433.9374381
835	433.8287877
836	433.6779301
837	433.6446169
838	433.4976564
839	433.1631326
840	433.0268104
841	432.9036504
842	432.7889848
843	432.7336011
844	432.6903307
845	432.6126688
846	432.294985
847	432.1765399
848	432.0910556
849	432.004281
850	431.9402017
851	431.7707421
852	431.7308604
853	431.5444014
854	431.5077196
855	431.449433
856	431.390975
857	431.2739873
858	431.1970876
859	431.135245
860	431.0265814
861	430.9975111
862	430.8905892
863	430.81319
864	430.5832183
865	430.4491765
866	430.4249519
867	430.3969448
868	430.2722
869	430.1598082
870	430.1341486
871	430.0492372
872	429.9860522
873	429.8301323
874	429.6518621
875	429.5910846
876	429.5608452
877	429.4415322
878	429.3948141
879	429.2683682
880	429.2375021
881	429.1360732
882	429.0872758
883	428.9840766
884	428.8647241
885	428.7466358
886	428.6461703
887	428.5791613
888	428.5141213
889	428.3756603
890	428.276696
891	428.2309801
892	428.222531
893	428.1659686
894	428.0737706
895	428.0076651
896	427.7691855
897	427.517049
898	427.4214242
899	427.25769
900	427.1488174
901	427.1136365
902	426.8845252
903	426.8180326
904	426.685086
905	426.6543931
906	426.577554
907	426.4971475
908	426.2987603
909	426.2265399
910	426.126941
911	426.0978836
912	425.9651641
913	425.9162926
914	425.9013688
915	425.7907102
916	425.7649014
917	425.7174258
918	425.61298
919	425.5131786
920	425.4251157
921	425.377438
922	425.3502469
923	425.279126
924	425.1368904
925	424.9166796
926	424.7520109
927	424.6452701
928	424.6027654
929	424.5038604
930	424.389649
931	424.2939164
932	424.0802194
933	423.8686761
934	423.7825988
935	423.6781249
936	423.617651
937	423.600042
938	423.556432
939	423.481025
940	423.2066383
941	423.0852121
942	422.9751054
943	422.8733479
944	422.7774726
945	422.7027524
946	422.6339811
947	422.3731042
948	422.3607763
949	422.2727162
950	422.2013999
951	422.1280194
952	422.044796
953	421.9658079
954	421.8494692
955	421.7567623
956	421.6592437
957	421.5037412
958	421.4498081
959	421.3853573
960	421.3577262
961	421.2386319
962	421.1382761
963	421.1306874
964	421.0619337
965	421.0092995
966	420.9014442
967	420.8866433
968	420.8142505
969	420.7448893
970	420.6532508
971	420.4663818
972	420.301754
973	420.1302502
974	419.9743604
975	419.9538286
976	419.872535
977	419.8409022
978	419.7430187
979	419.6793877
980	419.5669521
981	419.4632459
982	419.3904075
983	419.2976361
984	419.2065403
985	419.1634129
986	419.1182922
987	419.0489331
988	418.997331
989	418.8511823
990	418.7828312
991	418.5869209
992	418.5081364
993	418.4531962
994	418.3745969
995	418.3258602
996	418.2794182
997	418.1834282
998	418.0905079
999	418.0284805
